Task Id,Task Name,Team Leaders,Lead GP/Global Themes,Region,Country,Approval FY,Product Line,Lending Project Status,Sectors (Level 1),Sectors (Level 2),Themes (Level 1),Themes (Level 2),Themes (Level 3)
P181243,Seychelles SWM Project,Suranga Kahandawa (ADM);Charlotte De Fontaubert;Hyunji Lee,"Urban, Resilience and Land",AFE,Seychelles,2024,PE,Actual,&&Water/Sanit/Waste (100%),"&&Waste Management (92%)
&&PA Water, Sanitation (8%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management
&&FY17 - Urban and Rural Development","&&FY17 - Gender (22%)
&&FY17 - Jobs (22%)
&&FY17 - Enterprise Development (22%)
&&FY17 - Environmental policies and institutions (100%)
&&FY17 - Urban Development (100%)
&&FY17 - Renewable Natural Resources Asset Management (100%)
&&FY17 - Environmental Health and Pollution Management (86%)
&&FY17 - Climate change (46%)","&&FY17 - Oceans (22%)
&&FY17 - Landscape Management (22%)
&&FY17 - Soil Pollution (86%)
&&FY17 - Fisheries Policies and institutions (22%)
&&FY17 - Water Pollution (86%)
&&FY17 - Air quality management (86%)
&&FY17 - Watershed Management (86%)
&&FY17 - Mitigation (40%)
&&FY17 - Adaptation (6%)
&&FY17 - Urban Water and Sanitation (100%)
&&FY17 - Entrepreneurship (22%)
&&FY17 - Job Creation (22%)
&&FY17 - MSME Development (22%)"
P164212,SL Economic Diversification Project,Alari Mahdi (ADM);Louise Twining-Ward,"Finance, Competitiveness and Innovation",AFW,Sierra Leone,2021,PE,Actual,"&&Public Admin (31%)
&&Financial Sector (28%)
&&Industry & Trade/Ser (41%)","&&Central Government (31%)
&&Other Non-bank Finan (23%)
&&PA Financial Sector (5%)
&&Tourism (41%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Business Enabling Environment (95%)
&&FY17 - Jobs (31%)
&&FY17 - Enterprise Development (50%)
&&FY17 - Finance for Development (14%)
&&FY17 - Gender (100%)
&&FY17 - Rural Development (50%)
&&FY17 - Climate change (6%)","&&FY17 - Investment and Business Climate (95%)
&&FY17 - Job Creation (31%)
&&FY17 - Entrepreneurship (50%)
&&FY17 - MSME Development (50%)
&&FY17 - Infrastructure Finance (14%)
&&FY17 - Rural Non-farm Income Generation (50%)
&&FY17 - Mitigation (2%)
&&FY17 - Adaptation (4%)"
P167897,Sierra Leone Free Education Project,Mokhlesur Rahman (ADM);Ali Hasan Ansari,Education,AFW,Sierra Leone,2020,PE,Actual,"&&Info & Communication (9%)
&&Education (91%)","&&ICT Infrastructure (9%)
&&Public Adm Education (18%)
&&Primary Education (36%)
&&Secondary Education (36%)
&&Work Develop/Voca (1%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (22%)
&&FY17 - Education (86%)
&&FY17 - Climate change (5%)","&&FY17 - ICT Solutions (22%)
&&FY17 - Access to Education (18%)
&&FY17 - Education Financing (73%)
&&FY17 - Teachers (31%)
&&FY17 - Education Governance, School-Based Management (73%)
&&FY17 - Education Facilities (73%)
&&FY17 - Mitigation (1%)
&&FY17 - Adaptation (3%)"
P168608,Resilient Urban Sierra Leone Project,Francis Nkoka (ADM),"Urban, Resilience and Land",AFW,Sierra Leone,2021,PE,Actual,"&&Public Admin (82%)
&&Water/Sanit/Waste (18%)","&&Sub National Governm (64%)
&&Other Public Adminis (18%)
&&Waste Management (18%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (31%)
&&FY17 - Public Finance Management (15%)
&&FY17 - Social Inclusion (12%)
&&FY17 - Disease Control (40%)
&&FY17 - Urban Development (85%)
&&FY17 - Rural Development (19%)
&&FY17 - Disaster Risk Management (31%)
&&FY17 - Climate change (69%)","&&FY17 - Youth Employment (31%)
&&FY17 - Domestic Revenue Administration (15%)
&&FY17 - Participation and Civic Engagement (12%)
&&FY17 - Pandemic Response (40%)
&&FY17 - Urban Infrastructure and Service Delivery (81%)
&&FY17 - Urban Planning (12%)
&&FY17 - Municipal Finance (68%)
&&FY17 - Urban Water and Sanitation (45%)
&&FY17 - Land Administration and Management (15%)
&&FY17 - Geospatial Services (19%)
&&FY17 - Disaster Response and Recovery (12%)
&&FY17 - Disaster Risk Reduction (12%)
&&FY17 - Disaster Preparedness (12%)
&&FY17 - Flood and Drought Risk Management (31%)
&&FY17 - Mitigation (43%)
&&FY17 - Adaptation (26%)"
P169498,Sierra Leone - Third Productivity and Tr,Kemoh Mansaray (ADM),"Macroeconomics, Trade and Investment",AFW,Sierra Leone,2020,PE,Actual,"&&Agriculture (33%)
&&Public Admin (22%)
&&Education (11%)
&&Energy & Extractives (11%)
&&Industry & Trade/Ser (23%)","&&Agric ext & research (11%)
&&Fisheries (11%)
&&Other Agri, Forestry (11%)
&&Central Government (22%)
&&Other Education (11%)
&&Energy Trans & Distr (11%)
&&Agricultural markets (23%)","&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Financial Stability (11%)
&&FY17 - Public Administration (11%)
&&FY17 - Gender (22%)
&&FY17 - Disease Control (100%)
&&FY17 - Education (11%)
&&FY17 - Rural Development (44%)
&&FY17 - Climate change (19%)
&&FY17 - Renewable Natural Resources Asset Management (11%)
&&FY17 - Energy (11%)","&&FY17 - Financial Sector Integrity (11%)
&&FY17 - E-Government, incl. e-services (11%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Teachers (11%)
&&FY17 - Rural Markets (33%)
&&FY17 - Land Administration and Management (11%)
&&FY17 - Mitigation (8%)
&&FY17 - Adaptation (11%)
&&FY17 - Fisheries Policies and institutions (11%)
&&FY17 - Energy Policies & Reform (11%)"
P171059,Sierra Leone Energy Access,Ibrahim Jalloh (ADM);Kagaba Mukiibi,Energy & Extractives,AFW,Sierra Leone,2021,PE,Actual,&&Energy & Extractives (100%),"&&PA Energy&Extratives (11%)
&&Energy Trans & Distr (70%)
&&Renewable Energy Sol (19%)","&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Gender (11%)
&&FY17 - Climate change (34%)
&&FY17 - Energy (100%)","&&FY17 - Mitigation (26%)
&&FY17 - Adaptation (9%)
&&FY17 - Energy Efficiency (22%)
&&FY17 - Energy Policies & Reform (11%)
&&FY17 - Access to Energy (100%)"
P172102,Sierra Leone Human Capital Accumulation,Yohana Dukhan (ADM);Olga Guerrero Horas,"Health, Nutrition & Population",AFW,Sierra Leone,2022,PE,Actual,&&Health (100%),"&&PA Health (24%)
&&Health (19%)
&&Health Facilit&Cons (57%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (39%)
&&FY17 - Disease Control (43%)
&&FY17 - Health Systems and Policies (100%)
&&FY17 - Nutrition and Food Security (81%)
&&FY17 - Disaster Risk Management (73%)
&&FY17 - Climate change (8%)","&&FY17 - ICT Solutions (39%)
&&FY17 - Non-communicable diseases (28%)
&&FY17 - Pandemic Response (25%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Service Delivery (81%)
&&FY17 - Health Finance (39%)
&&FY17 - Private Sector Delivery in Health (39%)
&&FY17 - Reproductive and Maternal Health (81%)
&&FY17 - Nutrition (81%)
&&FY17 - Flood and Drought Risk Management (73%)
&&FY17 - Mitigation (3%)
&&FY17 - Adaptation (5%)"
P172492,Accountable Governance for Basic Service,John Hodge (ADM);Raymond Muhula;Elijah Kimani,Governance,AFW,Sierra Leone,2021,PE,Actual,"&&Public Admin (98%)
&&Education (1%)
&&Health (1%)","&&Sub National Governm (98%)
&&Other Education (1%)
&&Health (1%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (10%)
&&FY17 - ICT (11%)
&&FY17 - Public Finance Management (49%)
&&FY17 - Public Administration (100%)
&&FY17 - Social Inclusion (55%)
&&FY17 - Disease Control (4%)
&&FY17 - Health Systems and Policies (10%)
&&FY17 - Education (8%)
&&FY17 - Climate change (13%)","&&FY17 - Subnational Fiscal Policies (10%)
&&FY17 - ICT Solutions (11%)
&&FY17 - Public Expenditure Management (44%)
&&FY17 - Domestic Revenue Administration (10%)
&&FY17 - Transparency, Accountability and Good Governance (64%)
&&FY17 - E-Government, incl. e-services (18%)
&&FY17 - Public Assets and Investment Management (24%)
&&FY17 - Municipal Institution Building (24%)
&&FY17 - Participation and Civic Engagement (55%)
&&FY17 - Pandemic Response (4%)
&&FY17 - Health System Strengthening (8%)
&&FY17 - Health Service Delivery (8%)
&&FY17 - Standards, Curriculum and Textbooks (8%)
&&FY17 - Mitigation (2%)
&&FY17 - Adaptation (11%)"
P173803,Sierra Leone COVID-19 Project,Yohana Dukhan (ADM);Nicolas Rosemberg,"Health, Nutrition & Population",AFW,Sierra Leone,2020,PE,Actual,&&Health (100%),"&&PA Health (44%)
&&Health (25%)
&&Health Facilit&Cons (31%)",&&FY17 - Human Development and Gender,"&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Service Delivery (69%)
&&FY17 - Health Finance (56%)"
P175342,First Inclusive and Sustainable Growth,Kemoh Mansaray (ADM),"Macroeconomics, Trade and Investment",AFW,Sierra Leone,2022,PE,Actual,"&&Public Admin (38%)
&&Education (25%)
&&Financial Sector (25%)
&&Energy & Extractives (12%)","&&Central Government (25%)
&&Other Public Adminis (13%)
&&Other Education (25%)
&&Banking Institutions (25%)
&&Mining (12%)","&&FY17 - Economic Policy
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (13%)
&&FY17 - Financial Infrastructure and Access (25%)
&&FY17 - Public Administration (38%)
&&FY17 - Social Inclusion (13%)
&&FY17 - Gender (13%)
&&FY17 - Disease Control (87%)
&&FY17 - Education (25%)
&&FY17 - Rural Development (13%)
&&FY17 - Climate change (3%)","&&FY17 - Fiscal sustainability (13%)
&&FY17 - Payment & markets infrastructure (13%)
&&FY17 - Financial inclusion (25%)
&&FY17 - Transparency, Accountability and Good Governance (25%)
&&FY17 - State-owned Enterprise Reform and Privatization (13%)
&&FY17 - Other Excluded Groups (13%)
&&FY17 - Pandemic Response (87%)
&&FY17 - Access to Education (13%)
&&FY17 - Teachers (13%)
&&FY17 - Land Administration and Management (13%)
&&FY17 - Land Policy and Tenure (13%)
&&FY17 - Mitigation (1%)
&&FY17 - Adaptation (2%)"
P176789,Productive SSN and Youth Employment,Samik Adhikari (ADM);Abu Kargbo,Social Protection & Jobs,AFW,Sierra Leone,2022,PE,Actual,&&Social Protection (100%),"&&Social Protection (83%)
&&PA Social Proctectn (17%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (48%)
&&FY17 - Enterprise Development (30%)
&&FY17 - Social Inclusion (35%)
&&FY17 - Social Protection (85%)
&&FY17 - Gender (47%)
&&FY17 - Disease Control (83%)
&&FY17 - Labor Market Policy and Programs (42%)
&&FY17 - Climate change (27%)","&&FY17 - Job Creation (30%)
&&FY17 - Youth Employment (35%)
&&FY17 - Entrepreneurship (30%)
&&FY17 - Other Excluded Groups (25%)
&&FY17 - Participation and Civic Engagement (28%)
&&FY17 - Social Safety Nets (85%)
&&FY17 - Disability (28%)
&&FY17 - Pandemic Response (83%)
&&FY17 - Skills Development (42%)
&&FY17 - Mitigation (5%)
&&FY17 - Adaptation (22%)"
P177031,Sierra Leone Land Admin Project (SLLAP),Camille Bourguignon-Roger (ADM),"Urban, Resilience and Land",AFW,Sierra Leone,2022,PE,Actual,"&&Agriculture (58%)
&&Public Admin (42%)","&&Other Agri, Forestry (58%)
&&Other Public Adminis (42%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (18%)
&&FY17 - Finance for Development (86%)
&&FY17 - Data Development and Capacity Building (58%)
&&FY17 - Social Inclusion (11%)
&&FY17 - Gender (60%)
&&FY17 - Disease Control (42%)
&&FY17 - Rural Development (100%)
&&FY17 - Disaster Risk Management (76%)
&&FY17 - Climate change (19%)","&&FY17 - ICT Solutions (18%)
&&FY17 - Infrastructure Finance (86%)
&&FY17 - Data production, accessibility and use (58%)
&&FY17 - Participation and Civic Engagement (11%)
&&FY17 - Pandemic Response (42%)
&&FY17 - Land Administration and Management (100%)
&&FY17 - Geospatial Services (79%)
&&FY17 - Land Policy and Tenure (79%)
&&FY17 - Disaster Response and Recovery (61%)
&&FY17 - Flood and Drought Risk Management (28%)
&&FY17 - Mitigation (6%)
&&FY17 - Adaptation (13%)"
P177077,Digital Sierra Leone,Kaoru Kimura (ADM);Hyea Won Lee,Digital Development,AFW,Sierra Leone,2023,PE,Actual,&&Info & Communication (100%),"&&PA Info Commu Tech (7%)
&&ICT Infrastructure (43%)
&&ICT Services (50%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (15%)
&&FY17 - ICT (100%)
&&FY17 - Public Administration (19%)
&&FY17 - Gender (15%)
&&FY17 - Disease Control (41%)
&&FY17 - Rural Development (15%)
&&FY17 - Disaster Risk Management (23%)
&&FY17 - Climate change (10%)","&&FY17 - Youth Employment (15%)
&&FY17 - ICT Solutions (83%)
&&FY17 - ICT Policies (52%)
&&FY17 - E-Government, incl. e-services (19%)
&&FY17 - Pandemic Response (41%)
&&FY17 - Rural Infrastructure and service delivery (15%)
&&FY17 - Disaster Preparedness (23%)
&&FY17 - Mitigation (3%)
&&FY17 - Adaptation (7%)"
P177947,Sierra Leone Second Financial Inclusion,Sarmad Shaikh (ADM);Neema Mwingu,"Finance, Competitiveness and Innovation",AFW,Sierra Leone,2023,PE,Actual,&&Financial Sector (100%),"&&Banking Institutions (45%)
&&Capital Markets (45%)
&&PA Financial Sector (10%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (35%)
&&FY17 - Financial Stability (30%)
&&FY17 - Financial Infrastructure and Access (93%)
&&FY17 - Finance for Development (17%)
&&FY17 - Gender (55%)
&&FY17 - Disaster Risk Management (22%)
&&FY17 - Climate change (7%)","&&FY17 - ICT Solutions (35%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (17%)
&&FY17 - Financial Sector Integrity (22%)
&&FY17 - Credit Infrastructure (68%)
&&FY17 - Payment & markets infrastructure (35%)
&&FY17 - MSME Finance (60%)
&&FY17 - Financial inclusion (47%)
&&FY17 - Infrastructure Finance (17%)
&&FY17 - Disaster Preparedness (22%)
&&FY17 - Mitigation (4%)
&&FY17 - Adaptation (4%)"
P178321,SL Second Inclusive and Sustainable DPF,Smriti Seth (ADM);Furqan Saleem;Kemoh Mansaray,"Macroeconomics, Trade and Investment",AFW,Sierra Leone,2023,PE,Actual,"&&Public Admin (56%)
&&Education (22%)
&&Financial Sector (11%)
&&Social Protection (11%)","&&Central Government (34%)
&&Sub National Governm (22%)
&&Other Education (22%)
&&Banking Institutions (11%)
&&Social Protection (11%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (11%)
&&FY17 - Financial Infrastructure and Access (11%)
&&FY17 - Public Finance Management (33%)
&&FY17 - Public Administration (44%)
&&FY17 - Gender (44%)
&&FY17 - Education (22%)
&&FY17 - Labor Market Policy and Programs (11%)
&&FY17 - Rural Development (11%)
&&FY17 - Disaster Risk Management (9%)
&&FY17 - Climate change (3%)
&&FY17 - Renewable Natural Resources Asset Management (11%)","&&FY17 - Job Creation (11%)
&&FY17 - Payment & markets infrastructure (11%)
&&FY17 - Financial inclusion (11%)
&&FY17 - Public Expenditure Management (22%)
&&FY17 - Domestic Revenue Administration (11%)
&&FY17 - Transparency, Accountability and Good Governance (22%)
&&FY17 - E-Government, incl. e-services (11%)
&&FY17 - State-owned Enterprise Reform and Privatization (11%)
&&FY17 - Teachers (11%)
&&FY17 - Education Governance, School-Based Management (11%)
&&FY17 - Labor Market Institutions (11%)
&&FY17 - Land Administration and Management (11%)
&&FY17 - Land Policy and Tenure (11%)
&&FY17 - Disaster Response and Recovery (9%)
&&FY17 - Mitigation (2%)
&&FY17 - Adaptation (2%)
&&FY17 - Forests Policies and institutions (11%)"
P178322,Third SL Inclusive and Sustainable DPF,Smriti Seth (ADM);Fabienne Mroczka,"Macroeconomics, Trade and Investment",AFW,Sierra Leone,2024,PE,Actual,"&&Public Admin (44%)
&&Education (23%)
&&Financial Sector (11%)
&&Energy & Extractives (11%)
&&Social Protection (11%)","&&Central Government (22%)
&&Sub National Governm (11%)
&&Other Public Adminis (11%)
&&Primary Education (6%)
&&Secondary Education (6%)
&&Other Education (11%)
&&PA Financial Sector (11%)
&&Mining (11%)
&&Social Protection (11%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (11%)
&&FY17 - Jobs (11%)
&&FY17 - Financial Infrastructure and Access (11%)
&&FY17 - Public Finance Management (22%)
&&FY17 - Public Administration (33%)
&&FY17 - Gender (22%)
&&FY17 - Education (22%)
&&FY17 - Labor Market Policy and Programs (11%)
&&FY17 - Rural Development (11%)
&&FY17 - Disaster Risk Management (11%)
&&FY17 - Climate change (3%)
&&FY17 - Energy (11%)","&&FY17 - Fiscal sustainability (11%)
&&FY17 - Debt Policy (11%)
&&FY17 - Job Creation (11%)
&&FY17 - Credit Infrastructure (11%)
&&FY17 - Payment & markets infrastructure (11%)
&&FY17 - Financial inclusion (11%)
&&FY17 - Public Expenditure Management (22%)
&&FY17 - Transparency, Accountability and Good Governance (22%)
&&FY17 - E-Government, incl. e-services (11%)
&&FY17 - State-owned Enterprise Reform and Privatization (11%)
&&FY17 - Access to Education (11%)
&&FY17 - Teachers (22%)
&&FY17 - Education Governance, School-Based Management (11%)
&&FY17 - Labor Market Institutions (11%)
&&FY17 - Land Administration and Management (11%)
&&FY17 - Land Policy and Tenure (11%)
&&FY17 - Disaster Response and Recovery (11%)
&&FY17 - Mitigation (2%)
&&FY17 - Adaptation (2%)
&&FY17 - Energy Policies & Reform (11%)"
