Project_Id2,Project_Legal_Name2,Project__2,Region_Code2,Country_Name2,Practice_Group_Code2,Responsible_VPU2,Responsible_Department2,Global_Practice_Name2,Contributing_GP_Global_Themes2,Staff_Full_Name2,Team_Leaders2,Requesting_Unit2,Responsible_Unit2,FY_Number2,Fiscal_Quarter_Name2,Project_Probability_Code_,Approval_Authority_Flag2,Board_Schedule_Status2,Project_Decision_Meeting_Type_Name_,Project_Full_Board_Discussion_Flag_,Product_Line_Code2,Lendng_Instrument_Instrument_Type_Name_,P4R_With_IPF_Indicator2,Processing_Track_Indicator2,MPA2,Additional_Financing_Flag2,FCC_Indicator2,Emergency_Flag2,Emergency_Response2,Parent_Project_Id2,Environment_Assessment_Code2,Frame_Work2,ESRC__from_ESMS_2,Environmental_Risk_Name2,Project_Environment_Social_Risk_Name_,Project_Overall_Risk_,Project_Volcker_Trigger_Indicator_,Project_Last_Stage_Reached_,Total_Commitment1,IBRD_Total_Commitment1,IDA_Total_Commitment1,Others_Total_Commitment1,PE_Cofinance1,AIS_Sign_Off_Date2,Concept_Review_Date2,Concept_Review_Status2,Disclosure_Of_Concept_PID_Date2,Concept_ESRS_Date2,Quality_Enhancement_Review_Date2,Project_Milestone_Decision_Review_Date_,Decision_Review_Status2,Disclosure_Of_Appraisal_PID_Date2,Appraisal_ESRS_Date2,Begin_Appraisal_Date2,Begin_Appraisal_Status2,Authorize_Negotiations_Date2,Authorize_Negotiations_Status2,SECPO_Date2,SECPO_Status2,Project_Milestone_Approval_Date_,Approval_Status2,FY_Exp__BB___TF1,Cum__Exp__BB___TF1,DDO2,CATASTROPHE_DDO_FLAG2,IPF_Fragile_State_Indicator2,IPF_Fragile_With_Non_Fragile_Country_Indicator2,FCC_Small_States_Indicator2,FCC_Post_Conflict_Indicator2,FCC_Disaster_Indicator2,Financial_Intermediaries2,Performance_Based_Conditions2,Contingent_Emergency_Response_Component2,Alternative_Procurement_Arrangement2,Series_of_Projects__SOP_2,Textbox171,Textbox7,Textbox81,Textbox83,Textbox85,Textbox87,Textbox89,Textbox127,Textbox129
P177442,Nigeria: State Action on Business Enabling Reforms (SABER) Program,1,AFW,Nigeria,GGEVP,AFWVP,EAWDR,"Finance, Competitiveness and Innovation","Digital Development Governance Macroeconomics, Trade and Investment Urban, Resilience and Land","Safavian, Mehnaz S.",Ruchita Manghnani (ADM);Bertine Kamphuis,AWCW2,EAWF2,2023,Q1,A,BOA,Board Approved,Regional Operations,,PE,PforR,Y,N/A,N,N,N,N,,,,ESF,Low,Low,Low,S,,Bank Approved,$750.00M,$0.00M,$750.00M,$0.00M,$0.00M,29-Sep-2021,31-May-2022,A,26-Jul-2022,26-Jul-2022,,04-Aug-2022,A,16-Aug-2022,29-Sep-2022,18-Aug-2022,A,26-Aug-2022,A,08-Sep-2022,A,29-Sep-2022,A,$192.84K,"$1,314.86K",N,,Yes,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175543,Fiji Recovery and Resilience Second Development Policy Operation,1,EAP,Fiji,GGEVP,EAPVP,EEADR,"Macroeconomics, Trade and Investment",,"Moller, Lars Christian",Mehwish Ashraf (ADM);Simone Esler,EAPCF,EEAM2,2022,Q4,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,Y,"COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type, COVID-19 (Pillar 4: Policies/Institutions), COVID-19 (Pillar 3: Business Growth/Job Creation)",P173558,,N/A,,,,S,,Bank Approved,$100.00M,$50.00M,$50.00M,$0.00M,$0.00M,10-Aug-2021,14-Feb-2022,A,23-Feb-2022,30-Jun-2022,,28-Apr-2022,A,26-May-2022,30-Jun-2022,,,27-May-2022,A,03-Jun-2022,A,30-Jun-2022,A,$7.54K,$331.92K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P179337,Assam State Secondary Healthcare Initiative for Service Delivery Transformation (ASSIST) Project,1,SAR,India,GGHVP,SARVP,HSADR,"Health, Nutrition & Population",,"Somanathan, Aparnaa",Amith Bathula (ADM),SACIN,HSAHN,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Substantial,Substantial,Moderate,S,,Bank Approved,$251.03M,$251.03M,$0.00M,$0.00M,$0.00M,29-Jun-2022,14-Nov-2022,A,18-Nov-2022,05-Dec-2022,10-Jan-2023,06-Feb-2023,A,16-Feb-2023,26-Jun-2023,15-Feb-2023,A,15-Mar-2023,A,01-Jun-2023,A,26-Jun-2023,A,$110.54K,$776.03K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173974,Jordan Emergency Cash Transfer COVID-19 Response Project,1,MNA,Jordan,GGHVP,MNAVP,HMNDR,Social Protection & Jobs,,"Ridao-Cano, Cristobal",Khalid Moheyddeen (ADM),MNC02,HMNSP,2020,Q4,C,BOA,Draft,Regional Operations,,PE,IPF,N/A,2,N,N,Y,Y,"COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type, COVID-19 (Pillar 3: Business Growth/Job Creation)",,,ESF,Substantial,Low,Substantial,M,,Bank Approved,$350.00M,$350.00M,$0.00M,$0.00M,$0.00M,06-Apr-2020,,,,,24-Apr-2020,24-Apr-2020,A,23-May-2020,26-Jun-2020,17-Apr-2020,A,29-May-2020,A,,,25-Jun-2020,A,$114.79K,"$1,070.21K",N,,,,,,Yes,No,Yes,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P179365,Brazil: Support to New Bolsa Familia Conditional Cash Transfer Program,1,LCR,Brazil,GGHVP,LCRVP,HLCDR,Social Protection & Jobs,Poverty and Equity,"Wiseman, William David",Josefina Posadas (ADM);Gabriel Lara Ibarra,LCC5C,HLCSP,2024,Q2,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Low,Low,Low,M,,Bank Approved,$300.00M,$300.00M,$0.00M,$0.00M,$0.00M,22-Jun-2022,13-Jul-2022,A,18-Jul-2022,20-Jul-2022,,28-Jul-2022,A,09-Aug-2023,24-Jul-2023,01-Aug-2023,A,19-Aug-2023,A,13-Nov-2023,A,06-Dec-2023,A,$126.87K,$450.77K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180216,Enhancing Policies for Human Capital Accumulation,1,LCR,Guyana,GGHVP,LCRVP,HLCDR,Education,"Macroeconomics, Trade and Investment","Blom, Andreas",Vincent Perrot (ADM);Tamoya Christie,LCC3C,HLCED,2024,Q2,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,N,,,,N/A,,,,S,,Bank Approved,$35.00M,$0.00M,$35.00M,$0.00M,$0.00M,08-Nov-2022,07-Mar-2023,A,15-Mar-2023,,,02-Nov-2023,A,14-Nov-2023,,,,15-Nov-2023,A,16-Nov-2023,A,14-Dec-2023,A,$53.62K,$324.58K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P178564,Strengthening the National Statistical System in Ecuador Project,1,LCR,Ecuador,GGEVP,LCRVP,ELCDR,Poverty and Equity,,"Rodriguez Castelan, Carlos",Alejandro Medina Giopp (ADM);Gustavo Canavire Bacarreza,LCC6C,ELCPV,2022,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,S,,Bank Approved,$80.00M,$80.00M,$0.00M,$0.00M,$0.00M,12-Jan-2022,16-Feb-2022,A,02-Mar-2022,25-Mar-2022,,07-Apr-2022,A,28-Apr-2022,30-Jun-2022,26-Apr-2022,A,10-May-2022,A,09-Jun-2022,A,30-Jun-2022,A,$176.81K,$753.93K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180634,Sikkim: Integrated Service Provision and Innovation for Reviving Economies Operation,1,SAR,India,GGSVP,SARVP,SSADR,Social Sustainability and Inclusion,Gender Social Protection & Jobs,"Singh, Janamejay",Verena Phipps-Ebeler (ADM);Benedicte Leroy De La Briere,SACIN,SSAS2,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,PforR,Y,N/A,N,N,N,N,,,,ESF,Low,Low,Low,S,,Bank Approved,$100.00M,$100.00M,$0.00M,$0.00M,$0.00M,21-Dec-2022,23-Mar-2023,A,10-Apr-2023,30-Aug-2023,22-Aug-2023,03-Oct-2023,A,22-Oct-2023,18-Oct-2023,19-Oct-2023,A,01-Nov-2023,A,30-Nov-2023,A,21-Dec-2023,A,$137.64K,$770.21K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P172439,Indonesia Investment and Trade Reforms DPL,1,EAP,Indonesia,GGEVP,EAPVP,EEADR,"Macroeconomics, Trade and Investment","Finance, Competitiveness and Innovation","Moller, Lars Christian",Angella Montfaucon (ADM),EAITL,EEAM2,2021,Q4,A,BOA,Board Approved,Regional Operations,Y,PE,DPF,N/A,N/A,N,N,N,Y,COVID-19 (Pillar 3: Business Growth/Job Creation),,,N/A,,,,S,,Bank Approved,$800.00M,$800.00M,$0.00M,$0.00M,$0.00M,22-Sep-2019,17-Mar-2021,A,04-Dec-2020,15-Jun-2021,,25-Mar-2021,A,12-Apr-2021,15-Jun-2021,,,15-Apr-2021,A,14-May-2021,A,15-Jun-2021,A,,$540.61K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P166526,Connectivity for Rural Livelihood Improvement Project,1,AFE,Madagascar,GGIVP,AFEVP,IAEDR,Transport,Digital Development,"Gonzalez Carvajal, Karla",Vincent Vesin (ADM);Alphonse Soh;Raman Krishnan,AECS2,IAET2,2020,Q2,A,BOA,Board Approved,,,PE,IPF,N/A,2,N,N,N,N,,,A,Safeguards,,,,M,,Bank Approved,$140.00M,$0.00M,$140.00M,$0.00M,$0.00M,19-Dec-2017,17-Apr-2018,A,27-Nov-2018,,08-Jul-2019,03-Oct-2019,A,15-Oct-2019,,07-Oct-2019,R,11-Oct-2019,A,,,15-Nov-2019,A,$182.57K,"$1,485.36K",N,,,,,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174002,Sustainable Rural Economy Program,1,AFE,Mozambique,GGSVP,AFEVP,SAEDR,Agriculture and Food,"Environment, Natural Resources & the Blue Economy Transport","Shetty, Shobha",Blessings Botha (ADM);Ana Bucher,AECS2,SAEA2,2021,Q4,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,Y,N,N,Y,Financing not related to a Response Type,,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$150.00M,$0.00M,$150.00M,$0.00M,$0.00M,17-Jun-2020,14-Oct-2020,A,14-Oct-2020,13-Oct-2020,26-Jan-2021,09-Mar-2021,A,31-Mar-2021,09-Jun-2021,31-Mar-2021,A,07-Apr-2021,A,18-May-2021,A,09-Jun-2021,A,$864.92K,"$3,860.02K",N,,Yes,,,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177135,Vanuatu Climate Resilient Transport Project - Additional Financing,0,EAP,Vanuatu,GGIVP,EAPVP,IEADR,Transport,,"Eijbergen, Benedictus",Bowen Wang (ADM);Dung Hoang,EAPCF,IEAT1,2022,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P167382,B,Safeguards,,,,,,Bank Approved,$46.80M,$0.00M,$46.80M,$0.00M,$0.00M,11-Jul-2021,,,,,,15-Oct-2021,A,26-Oct-2021,10-Dec-2021,26-Oct-2021,A,26-Oct-2021,A,17-Nov-2021,A,10-Dec-2021,A,,$109.50K,N,,,,Yes,,,No,,Yes,No,Yes,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173775,Afghanistan COVID-19 Emergency Response and Health Systems Preparedness Project,1,SAR,Afghanistan,GGHVP,SARVP,HSADR,"Health, Nutrition & Population",,"Somanathan, Aparnaa",Gyorgy Fritsche (ADM);Habibullah Ahmadzai,SACAF,HSAHN,2020,Q4,A,BOA,Draft,,,PE,IPF,N/A,2,Y,N,N,Y,"COVID-19 (Pillar 1: Saving Lives - General Health Response), COVID-19 (Pillar 1: Saving Lives - Vaccine Purchase)",,,ESF,High,High,High,H,,Bank Approved,$100.40M,$0.00M,$100.40M,$0.00M,$0.00M,11-Mar-2020,13-Mar-2020,A,,,,13-Mar-2020,A,02-Apr-2020,02-Apr-2020,13-Mar-2020,A,14-Mar-2020,A,,,02-Apr-2020,A,$0.00K,$565.43K,N,,Yes,,,Yes,Yes,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174440,Peru: Strengthening Foundations for Post COVID-19 Recovery DPF,1,LCR,Peru,GGEVP,LCRVP,ELCDR,"Finance, Competitiveness and Innovation","Macroeconomics, Trade and Investment","Mascaro, Yira J.",Ewa Korczyc (ADM);Tanja Goodwin,LCC6C,ELCFN,2021,Q3,A,BOA,Board Approved,Regional Operations,Y,PE,DPF,N/A,N/A,N,N,N,Y,COVID-19 (Pillar 4: Policies/Institutions),,,N/A,,,,M,,Bank Approved,$750.00M,$750.00M,$0.00M,$0.00M,$0.00M,22-Sep-2020,01-Feb-2021,A,02-Feb-2021,25-Mar-2021,,19-Feb-2021,A,26-Feb-2021,25-Mar-2021,,,24-Feb-2021,A,02-Mar-2021,A,25-Mar-2021,A,,$302.65K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180497,BR State of Ceará Sustainable Development Policy Loan,1,LCR,Brazil,GGEVP,LCRVP,ELCDR,"Macroeconomics, Trade and Investment","Education Governance Infrastructure, PPP's & Guarantees","Mahdi, Shireen",Fabiano Colbano (ADM);Megan Meyer,LCC5C,ELCMU,2024,Q3,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,N,,,,N/A,,,,M,,Bank Approved,$541.88M,$541.88M,$0.00M,$0.00M,$0.00M,21-Nov-2022,05-May-2023,A,16-May-2023,,,12-Sep-2023,A,03-Oct-2023,,,,16-Nov-2023,A,29-Feb-2024,A,28-Mar-2024,A,$36.42K,$422.58K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P168564,Health System Strengthening for Human Capital Development in Eswatini,1,AFE,Eswatini,GGHVP,AFEVP,HAEDR,"Health, Nutrition & Population",,"Akala, Francisca Ayodeji",Kenneth Kabubei (ADM);Tengetile Tsabedze,AECS1,HAEH2,2020,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,S,,Bank Approved,$20.00M,$20.00M,$0.00M,$0.00M,$0.00M,25-Sep-2018,19-Jun-2019,A,28-Jun-2019,11-Nov-2019,27-Nov-2019,19-Mar-2020,A,09-May-2020,22-Jun-2020,08-May-2020,A,11-May-2020,A,,,22-Jun-2020,A,$194.35K,"$2,053.70K",N,,,,Yes,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P169071,Punjab Rural Sustainable Water Supply and Sanitation Project,1,SAR,Pakistan,GGSVP,SARVP,SSADR,Water,Poverty and Equity,"Mugabi, Josses",Mohammad Sami (ADM);Basharat Saeed,SACPK,SSAW2,2021,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,Financing not related to a Response Type,,B,Safeguards,,,,S,,Bank Approved,$442.40M,$200.00M,$242.40M,$0.00M,$0.00M,19-Sep-2018,24-Sep-2018,A,03-Oct-2018,,21-Jul-2020,07-Apr-2021,A,28-Apr-2021,,28-Apr-2021,A,06-May-2021,A,27-May-2021,A,18-Jun-2021,A,$284.97K,"$2,737.21K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176441,Sierra Leone COVID-19 Emergency Preparedness and Response Project Additional Financing,1,AFW,Sierra Leone,GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",Digital Development,"Hasan, Rifat Afifa",Kofi Amponsah (ADM);Kazumi Inden,AWCW1,HAWH3,2021,Q4,A,RVP,Draft,Regional Operations,,PE,IPF,N/A,N/A,Y,Y,,Y,,P173803,,ESF,,,,,,Bank Approved,$5.00M,$0.00M,$5.00M,$0.00M,$3.50M,07-Mar-2021,,,,,,20-Apr-2021,A,28-Apr-2021,28-May-2021,28-Apr-2021,A,04-May-2021,A,28-May-2021,A,28-May-2021,A,,$5.13K,N,,,,,,Yes,No,,No,Yes,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P167814,Second Kenya Informal Settlements Improvement Project,1,AFE,Kenya,GGIVP,AFEVP,IAEDR,"Urban, Resilience and Land",Social Sustainability and Inclusion,"Ellis, Peter D.",Beatriz Eraso Puig (ADM);Raymond Kirwa,AECE2,IAEU3,2021,Q1,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,"COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type, COVID-19 (Pillar 4: Policies/Institutions)",,B,Safeguards,,,,S,,Bank Approved,$150.00M,$0.00M,$150.00M,$0.00M,$0.00M,20-Jun-2018,25-Sep-2018,A,07-Dec-2018,,13-Sep-2019,24-Oct-2019,A,15-Dec-2019,,16-Dec-2019,A,10-Jun-2020,A,,,07-Aug-2020,A,$129.64K,"$2,196.24K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177816,Food Systems Resilience Program for Eastern and Southern Africa (Phase 3) FSRP,1,AFE,Eastern and Southern Africa,GGSVP,AFEVP,SAEDR,Agriculture and Food,"Environment, Natural Resources & the Blue Economy Finance, Competitiveness and Innovation Social Protection & Jobs","Shetty, Shobha",Benjamin Billard (ADM);Bobojon Yatimov;Jeehye Kim;Ghada Elabed;Mampionona Amboarasoa;James Musinga,AFERI,SAEA2,2023,Q4,C,BOA,Draft,Regional Operations,,PE,IPF,N/A,2,Y,N,N,N,Financing not related to a Response Type,,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$603.00M,$0.00M,$603.00M,$0.00M,$18.00M,26-Sep-2022,14-Dec-2022,A,03-Mar-2023,13-Mar-2023,23-Feb-2023,22-Mar-2023,A,04-Apr-2023,31-May-2023,31-Mar-2023,A,07-Apr-2023,A,08-May-2023,A,31-May-2023,A,"$1,296.27K","$3,826.29K",N,,Yes,,Yes,Yes,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174155,Mauritania COVID-19 Emergency DPO,1,AFW,Mauritania,GGEVP,AFWVP,EAWDR,"Macroeconomics, Trade and Investment","Finance, Competitiveness and Innovation Governance Health, Nutrition & Population Social Protection & Jobs","Beck, Hans Anand",Felix Oppong (ADM),AWCF1,EAWM1,2021,Q1,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,Y,"COVID-19 (Pillar 1: Saving Lives - General Health Response), COVID-19 (Pillar 4: Policies/Institutions), COVID-19 (Pillar 3: Business Growth/Job Creation), COVID-19 (Pillar 2: Protecting Poor/Vulnerable)",,,N/A,,,,S,,Bank Approved,$70.00M,$0.00M,$70.00M,$0.00M,$0.00M,28-Apr-2020,27-Apr-2020,A,24-Jun-2020,31-Jul-2020,,03-Jun-2020,A,24-Jun-2020,31-Jul-2020,,,16-Jun-2020,A,,,31-Jul-2020,A,,$95.48K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171570,Somalia Reengagement and Reform Development Policy Financing,1,AFE,Somalia,GGEVP,AFEVP,EAEDR,"Macroeconomics, Trade and Investment","Finance, Competitiveness and Innovation Governance","Prasad, Abha",Philip M. Schuler (ADM);Natasha Sharma,AECE2,EAEM1,2020,Q3,A,BOA,Board Approved,Bank-wide Operations,Y,PE,DPF,N/A,N/A,N,N,N,N,,,,N/A,,,,H,,Bank Approved,$420.00M,$0.00M,$420.00M,$0.00M,$0.00M,24-Jun-2019,04-Oct-2019,A,08-Nov-2019,27-Feb-2020,,10-Jan-2020,A,05-Mar-2020,05-Mar-2020,,,22-Jan-2020,A,,,27-Feb-2020,A,$0.00K,$376.15K,N,,,,,Yes,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P179286,Maldives Competitiveness and Growth Project,1,SAR,Maldives,GGEVP,SARVP,ESADR,"Finance, Competitiveness and Innovation","Macroeconomics, Trade and Investment","Afram, Gabi George",Karina Baba (ADM);Erdem Atas,SACMV,ESAF1,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,S,,Bank Approved,$15.00M,$0.00M,$15.00M,$0.00M,$0.00M,06-Jul-2022,19-Dec-2022,A,18-Jan-2023,25-Jan-2023,,02-Mar-2023,A,07-Mar-2023,12-May-2023,07-Mar-2023,A,21-Mar-2023,A,20-Apr-2023,A,12-May-2023,A,$56.88K,$394.80K,N,,,,Yes,,,No,Yes,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176335,"Togo, Additional Financing to the COVID-19 Emergency Response and System Preparedness Strengthening  Project",1,AFW,Togo,GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Voahirana Rajoela (ADM);Andy Chi Tembon,AWCF2,HAWH2,2021,Q4,A,RVP,CD Approved,Regional Operations,,PE,IPF,N/A,N/A,Y,Y,,Y,,P173880,,ESF,,,,,,Bank Approved,$25.00M,$0.00M,$25.00M,$0.00M,$4.50M,17-Feb-2021,,,,,,26-Apr-2021,A,25-May-2021,10-Jun-2021,29-Apr-2021,A,25-May-2021,A,12-Jun-2021,A,10-Jun-2021,A,,$10.08K,N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P500912,First Kenya Fiscal Sustainability and Resilient Growth,1,AFE,Kenya,GGEVP,AFEVP,EAEDR,"Macroeconomics, Trade and Investment","Education Environment, Natural Resources & the Blue Economy Finance, Competitiveness and Innovation Governance","Prasad, Abha",Marek Hanusch (ADM);Jana Kunicova;Naomi Mathenge,AECE2,EAEM1,2024,Q4,A,BOA,Board Approved,Regional Operations,Y,PE,DPF,N/A,N/A,N,N,,N,,,,N/A,,,,S,,Bank Approved,"$1,200.00M",$850.00M,$350.00M,$0.00M,$0.00M,18-Sep-2023,23-Jan-2024,A,26-Mar-2024,,,19-Mar-2024,A,29-Mar-2024,,,,03-Apr-2024,A,02-May-2024,A,30-May-2024,A,$4.07K,$438.85K,N,,,,,,,,No,,,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171585,Mauritania Third DPO 2021,1,AFW,Mauritania,GGEVP,AFWVP,EAWDR,"Macroeconomics, Trade and Investment",,"Beck, Hans Anand",Urbain Yogo (ADM);Felix Oppong;Cristina Navarrete Moreno,AWCF1,EAWM1,2023,Q1,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,Y,"COVID-19 (Pillar 4: Policies/Institutions), COVID-19 (Pillar 3: Business Growth/Job Creation), COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type",P171238,,N/A,,,,S,,Bank Approved,$30.00M,$0.00M,$30.00M,$0.00M,$0.00M,24-Aug-2021,02-Feb-2022,A,17-Feb-2022,28-Jul-2022,,12-May-2022,A,13-Jun-2022,28-Jul-2022,,,15-Jun-2022,A,30-Jun-2022,A,28-Jul-2022,A,,$504.92K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P172614,Tuvalu Second Resilience Development Policy Operation with a Catastrophe-Deferred Drawdown Option,1,EAP,Tuvalu,GGEVP,EAPVP,EEADR,"Macroeconomics, Trade and Investment","Urban, Resilience and Land","Moller, Lars Christian",Mehwish Ashraf (ADM);Armando Guzman Escobar,EAPCF,EEAM2,2022,Q2,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,N,,P170558,,N/A,,,,S,,Bank Approved,$17.50M,$0.00M,$17.50M,$0.00M,$0.00M,04-Aug-2020,31-Aug-2021,A,31-Aug-2021,08-Dec-2021,,05-Oct-2021,A,27-Oct-2021,08-Dec-2021,,,22-Oct-2021,A,08-Nov-2021,A,08-Dec-2021,A,$0.00K,$266.64K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176653,Building Resilient and Inclusive Cities Program,1,AFW,Benin,GGIVP,AFWVP,IAWDR,"Urban, Resilience and Land","Environment, Natural Resources & the Blue Economy Social Protection & Jobs Water","Matera, Michel",Nahida Sinno (ADM),AWCF2,IAWU1,2023,Q1,A,BOA,Board Approved,Decision Meeting,,PE,PforR,N,N/A,N,N,N,N,,,,N/A,,,,S,,Bank Approved,$200.00M,$0.00M,$200.00M,$0.00M,$0.00M,22-Mar-2021,04-Nov-2021,A,02-Dec-2021,02-Dec-2021,05-May-2022,14-Jun-2022,A,22-Jun-2022,29-Sep-2022,22-Jun-2022,A,16-Aug-2022,A,08-Sep-2022,A,29-Sep-2022,A,$250.07K,"$1,516.67K",N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
